placeId,name,address,latitude,longitude,description
ChIJA0YvGPWAhYAReXmaDTTdWzU,Cotogna,"490 Pacific Ave, San Francisco, CA 94133, USA",37.7974453,-122.40357589999999,"Popular eatery serving spit-roasted and grilled meat & fish, wood-fired pizza and house-made pasta."
ChIJu9FSr9d_j4ARDBkteFKvUyA,La Connessa,"1695 Mariposa St, San Francisco, CA 94107, USA",37.7635326,-122.40035830000001,No description available.
ChIJl4sPwHlbwokRACeFxskaMLE,PS 397 Spruce Street School,"12 Spruce St, New York, NY 10038, USA",40.7110565,-74.0053612,No description available.
ChIJL7Goh8OBhYAR4ldT4kuPbng,Butter & Crumble,"271 Francisco St, San Francisco, CA 94133, USA",37.805051999999996,-122.40969410000001,No description available.
ChIJZfAoplkfhIARu_aN8O5BBsY,Dawn Ranch,"16467 CA-116, Guerneville, CA 95446, USA",38.5014421,-123.00275579999999,"Warm cabins & cottages in a cozy, ranch-style riverfront lodge from 1905 offering rustic dining."
ChIJg67PeyeBhYAROkno8i7ZxlI,The Interval at Long Now,"Center Building A, 2 Marina Blvd, San Francisco, CA 94123, USA",37.8066031,-122.4321667,"Coffee shop, bar & event space boasting a modern setting complete with views & a librarylike vibe."
ChIJIR8LPgi8woAROIpYJyrGrHY,"Crustacean Restaurant Beverly Hills, CA - Brunch, Lunch & Fine Dining","468 N Bedford Dr, Beverly Hills, CA 90210, USA",34.0691546,-118.40603150000001,Renowned fish & creative Vietnamese fare dished up in chic digs with an attention-getting aquarium.
ChIJmfgIQ-iAhYARq5osc-JybBo,Saint Frank Coffee,"2340 Polk St, San Francisco, CA 94109, USA",37.7984797,-122.4220775,"Sunny, bi-level neighborhood coffeehouse pairing its java with pastries in airy, minimalist digs."
ChIJzeTnf0-BhYAR6iedn8HQ1mA,Müesi Cafe,"2055 Union St Suite B, San Francisco, CA 94123, USA",37.797122099999996,-122.4330983,No description available.
ChIJV828VWh-j4AR7mpxO_Cdmso,Henry's Hunan Restaurant,"1708 Church St, San Francisco, CA 94131, USA",37.7434112,-122.42686169999999,Long-running local chain serving Hunan-style Chinese dishes in a relaxed setting.
ChIJsR6mEFS_woAR-bYcpwWGTSg,Jitlada Restaurant,"5233 W Sunset Blvd, Los Angeles, CA 90027, USA",34.0985721,-118.30407799999999,"The modest strip-mall location doesn't stop foodies who flock here for authentic, spicy Thai fare."
ChIJRyVfg4pVwokRI4meugUhGO8,PingYang Thai NJ,"500 Cortlandt St, Belleville, NJ 07109, USA",40.7976883,-74.1454392,No description available.
ChIJdco4TKpZwokRdtg39W89yog,Culture Espresso,"72 W 38th St, New York, NY 10018, USA",40.7520746,-73.9857387,"Tiny, art-adorned coffeehouse pairing its brews with baked goods, sandwiches & a local vibe."
ChIJ85tbw0aHhYARIXIu4a1XW-A,um.ma,"1220 9th Ave, San Francisco, CA 94122, USA",37.765506099999996,-122.46624099999998,"Modern destination for Korean barbecue, sides & soju served in chic surrounds with an outdoor patio."
ChIJG6hQpwWHhYAR16IZGFBaFlY,Not Latte,"2142 Irving St, San Francisco, CA 94122, USA",37.7635335,-122.48110249999999,No description available.
ChIJ78j3OdSAhYAR_nZU8ILRNUU,Causwells,"2346 Chestnut St, San Francisco, CA 94123, USA",37.8003429,-122.4420181,European-inspired bistro serves up American cuisine amid a quartzite bar & stained concrete floors.
ChIJE5jzVw1FwokRFt7oyAnte3A,Pawnshop NYC - Pawn Jewelry New York,"37 W 47th St #203P, New York, NY 10036, USA",40.7576416,-73.9803687,No description available.
ChIJBRnQMxxRwokRj-8yZP5Pmbo,Members Only Lounge,"508 Ocean Ave, Jersey City, NJ 07305, USA",40.703544099999995,-74.0801832,No description available.
ChIJAWmAitZZwokRXO_y260YZOM,La Taqueria,"572 Grand St, Brooklyn, NY 11211, USA",40.711034999999995,-73.949045,No description available.
ChIJBRIgI2hZwokR0V8-H6fCikk,Yi Fang Taiwan Fruit Tea,"44-68 21st St, Long Island City, NY 11101, USA",40.7478366,-73.9476873,"NYC outpost of a bubble tea chain serving traditional & fruit teas, tea lattes & warm bubble tea."
ChIJ4WcYIz-BhYARw72VEt7JrC8,Sisterita,"669 Commercial St, San Francisco, CA 94111, USA",37.7940038,-122.40419299999998,No description available.
ChIJiVXoAFVYwokRaaIaoxYZBeQ,The View Restaurant & Lounge,"1535 Broadway, New York, NY 10036, USA",40.7587252,-73.98622,Revolving American bar & grill on the 48th floor of the Marriott Marquis with Times Square views.
ChIJ53zVi4hZwokRzOhJWFV01yU,Saigon Vietnamese Sandwich Deli,"369 Broome St, New York, NY 10013, USA",40.719961,-73.995869,Vietnamese banh mi sandwich counter with a bare-bones setup & a cash-only policy.
ChIJD2Q0whyBhYARv2vWyDJKEUs,Osmanthus Dim Sum Lounge,"504 Broadway, San Francisco, CA 94133, USA",37.7981209,-122.4057057,"Relaxed eatery doling out Pan-Asian staples like samosas, dumpling & noodles, plus beer."
ChIJlzpQKH2AhYARxeGIpYu53Tw,Lao Table,"149 2nd St, San Francisco, CA 94105, USA",37.787460599999996,-122.39886849999999,Upscale chain restaurant serving cocktails & modern riffs on Thai classics in a stylish setting.
ChIJi3LGluhZwokRt_qaiYHE1Co,Canto Café,"East Store, 117 Perry St, New York, NY 10014, USA",40.7351617,-74.0064463,No description available.
ChIJFSUC_4SBhYAR6ABUKBe42Gg,Anomaly SF,"2600 Sutter St, San Francisco, CA 94109, USA",37.7849566,-122.44338420000001,No description available.
ChIJmThTjcl9hYARPDCDtGP0_mA,Fournée Bakery,"2912 Domingo Ave, Berkeley, CA 94705, USA",37.858799999999995,-122.24407219999999,"Polished, petite French bakery featuring pastries, bread & pizza slices with a few outdoor tables."
ChIJiQ45Uxd_j4ARTMRoHUgdVNA,Thorough Bread & Pastry,"248 Church St, San Francisco, CA 94114, USA",37.766563999999995,-122.4291851,Bright shop with exposed brick & patio selling baked goods & light fare from cookies to sandwiches.
ChIJJ5BEyYqAhYAR2Xim_Tv4XhE,Maison Nico,"710 Montgomery St, San Francisco, CA 94111, USA",37.7957889,-122.4032333,Californian produce is brought to life in innovative modern French food at this stylish restaurant.
ChIJ4eE7VwCBhYARVjFULZ2kbTU,Kiss of Matcha,"612 Broadway, San Francisco, CA 94133, USA",37.797945999999996,-122.40734599999999,No description available.
ChIJUT_z9OpbwokRaD6C6LT-tNA,Copra Coconuts,"215 E Broadway, New York, NY 10002, USA",40.7140637,-73.9874695,No description available.
ChIJ2QIZhSBZwokRkcWR8i4Ydr0,Gotham City Barber Shop,"1363 6th Ave, New York, NY 10019, USA",40.763249099999996,-73.9782022,No description available.
ChIJVVVlXCd-j4ARYemTTC8ydA0,Aphotic,"816 Folsom St, San Francisco, CA 94107, USA",37.781883,-122.4017023,No description available.
ChIJNVkbEwBZwokRcQJBrkU_Wuo,Bar Sprezzatura,"790 8th Ave, New York, NY 10019, USA",40.7609928,-73.9866572,No description available.
ChIJQ7kGpLmAhYARKeCe2pDobWk,State Bird Provisions,"1529 Fillmore St, San Francisco, CA 94115, USA",37.7836806,-122.43300279999998,Urban-rustic storefront setting for a changing menu of American small plates served dim-sum style.
ChIJE4nPdYtZwokRFybT0wpKdXo,Felix,"340 W Broadway, New York, NY 10013, USA",40.722541899999996,-74.0037968,French bistro classics draw SoHo shoppers to this spot with huge windows that open onto the street.
ChIJn3vpmcOBhYARWDqc2S2otJE,Pho 2000,"637 Larkin St, San Francisco, CA 94109, USA",37.78386950000001,-122.41789320000001,No description available.
ChIJd5Fjv9NZwokR5ssUKnN5kPI,Petit Chou,"229 1st Ave, New York, NY 10003, USA",40.7311085,-73.98308329999999,No description available.
ChIJkeBwmVVYwokReNSgF1CfLoM,Le Marais,"150 W 46th St, New York, NY 10036, USA",40.7581079,-73.9842178,Prime steaks headline a French-influenced menu at this kosher restaurant & butcher shop.
ChIJM1wSNjCHhYARtuiYbpPW8p8,Sweet Glory on Inner Sunset,"1336 9th Ave, San Francisco, CA 94122, USA",37.7633797,-122.46607660000001,No description available.
ChIJxSa9TqKAhYAR4lqep-kTo8c,Petit Crenn,"609 Hayes St, San Francisco, CA 94102, USA",37.776260799999996,-122.42652939999999,"Sophisticated French bistro offering a chef's tasting menu, wine pairings & à la carte options."
ChIJpxRGD8efj4AR6j3jq50wM4k,Gao Viet Kitchen,"313 S San Mateo Dr, San Mateo, CA 94401, USA",37.5641216,-122.32366150000001,"Laid-back Vietnamese restaurant whipping up pho, seafood, noodles & meat dishes, plus cocktails."
ChIJ3aKMWoiAhYARmNLc2TR11L0,Asha Tea House,"17 Kearny St, San Francisco, CA 94108, USA",37.788170199999996,-122.4037073,"Buzzy neighborhood cafe with a minimalist, relaxing space serving a variety of hot & cold teas."
